doc_id,n_sentences,n_tokens,n_words,dct,title,n_chars,n_paragraphs,mean_words_per_sentence,n_entities,categories,cache_file
wn-0455,23,644,560,2011-07-08,End of an era: Space Shuttle Atlantis launches on final mission in program,3385,12,24.35,86,florida|north america|apple inc.|united states|rex walheim|kennedy space center|international space station|space shuttle atlantis|space|nasa|science and technology,wn-0455.spacy
wn-0456,16,375,318,2011-07-22,Space Shuttle Atlantis landing concludes program,1969,5,19.88,36,nasa|florida|north america|ryan peteranna (wikinewsie)|united states|kennedy space center|space shuttle atlantis|space|rex walheim|science and technology,wn-0456.spacy
wn-0457,7,145,125,2011-08-06,Juno spacecraft bound for Jupiter,767,4,17.86,15,florida|jupiter|north america|space|united states|nasa|science and technology,wn-0457.spacy
wn-0458,6,190,173,2011-08-09,DNA components found in meteorites,1111,3,28.83,6,north america|chemistry|space|united states|science and technology,wn-0458.spacy
wn-0459,6,175,150,2011-08-18,SETI Institute set to re-open,925,5,25.0,17,kepler telescope|north america|space|united states|nasa|science and technology,wn-0459.spacy
wn-0460,50,1406,1213,2011-09-10,Out of space in outer space: Special report on NASA's 'space junk' plans,7868,17,24.26,83,europe|china|north america|united states|orbital debris|asia|united kingdom|international space station|aviation|russia|george watson (wikinewsie)|space|nasa|science and technology,wn-0460.spacy
wn-0461,9,217,191,2012-01-16,Russian spacecraft Phobos-Grunt falls in Pacific Ocean,1157,4,21.22,31,europe|russia|mars|space|pacific ocean|science and technology|srinivas (wikinewsie),wn-0461.spacy
wn-0462,12,277,246,2012-01-18,Meteorites in Morocco found to be from Mars,1400,5,20.5,30,morocco|mars|africa|chemistry|space|geology|science and technology,wn-0462.spacy
wn-0463,10,267,230,2012-05-18,Expedition 31 crew members arrive at International Space Station,1464,6,23.0,49,europe|european space agency|baikonur cosmodrome|north america|united states|soyuz programme|asia|international space station|russia|kazakhstan|space|roscosmos|nasa|science and technology,wn-0463.spacy
wn-0464,14,304,267,2012-11-19,Expedition 33 crew returns to Earth,1561,6,19.07,40,europe|baikonur cosmodrome|european space agency|united states|texas|dragon (spacecraft)|soyuz programme|asia|international space station|houston|kazakhstan|russia|space|roscosmos|nasa,wn-0464.spacy
wn-0465,9,171,153,2012-11-27,Agencies choose yearlong crew for International Space Station,949,5,17.0,21,europe|baikonur cosmodrome|north america|united states|asia|international space station|russia|kazakhstan|space|nasa,wn-0465.spacy
wn-0466,15,283,244,2013-01-31,Main belt asteroid No. 274301 named 'Wikipedia',1574,5,16.27,37,ukraine|wikimedia foundation|europe|space|wikipedia|science and technology|astronomy,wn-0466.spacy
wn-0467,13,436,384,2013-03-29,"Soyuz TMA-08M launches to International Space Station, arrives in record time",2385,6,29.54,77,north america|united states|soyuz programme|asia|international space station|russia|kazakhstan|space|nasa|science and technology,wn-0467.spacy
wn-0468,10,272,241,2013-08-12,Britain's most experienced astronaut retires after 26 years at NASA,1393,4,24.1,23,united kingdom|europe|north america|space|united states|nasa,wn-0468.spacy
wn-0469,79,2042,1788,2014-01-21,Cold as ice: Wikinews interviews Marymegan Daly on unusual new sea anemone,10413,19,22.63,60,jupiter|remotely operated underwater vehicles|iain macdonald (wikinewsie)|north america|united states|geology|marine science|mcmurdo station|species discovery|antarctica|ross sea|national science foundation|ohio state university|biology|nasa|science and technology,wn-0469.spacy
wn-0470,9,212,187,2014-02-12,Jade Rabbit lunar rover declared lost,1128,5,20.78,27,disasters and accidents|mining|iain macdonald (wikinewsie)|china|space|the moon|science and technology|asia,wn-0470.spacy
wn-0471,8,228,198,2014-02-22,Researchers survey planet-sized space weather explosions at Venus,1185,3,24.75,25,space|european space agency|venus|nasa|science and technology,wn-0471.spacy
wn-0472,11,271,243,2014-03-01,715 exoplanets discovered by Kepler telescope,1489,5,22.09,17,kepler telescope|exoplanets|the astrophysical journal|space|nasa|science and technology,wn-0472.spacy
wn-0473,14,461,407,2014-03-28,Soyuz TMA-12M arrives at International Space Station after delay,2473,7,29.07,80,baikonur cosmodrome|north america|united states|soyuz programme|asia|international space station|russia|kazakhstan|space|nasa|science and technology,wn-0473.spacy
wn-0474,11,281,246,2014-04-24,Astronomers spot two supermassive black holes orbiting each other,1466,5,22.36,15,germany|iain macdonald (wikinewsie)|china|european space agency|black holes|supermassive black holes|the astrophysical journal|swift gamma-ray burst mission|space|physics|science and technology,wn-0474.spacy
wn-0475,13,280,235,2014-07-03,Indian space agency launches five foreign satellites,1479,4,18.08,43,europe|france|space|germany|north america|canada|narendra modi|asia|sriharikota|india|singapore|andhra pradesh|science and technology,wn-0475.spacy
wn-0476,38,953,820,2014-08-16,US researchers find a large asteroid held together by forces other than gravity,4947,11,21.58,58,"nasa|north america|tennessee|united states|jet propulsion laboratory|astronomy|science and technology|space|physics|knoxville, tennessee",wn-0476.spacy
wn-0477,11,218,189,2014-10-30,Launch failure occurs at Virginia spaceport,1181,6,17.18,26,international space station|virginia|disasters and accidents|north america|space|united states|nasa,wn-0477.spacy
wn-0478,12,238,208,2014-11-12,Philae space probe lands on comet,1220,7,17.33,16,europe|european space agency|rosetta mission|comets|space|science and technology,wn-0478.spacy
wn-0479,13,324,282,2014-12-08,Orion Spacecraft accomplishes first spaceflight test,1733,9,21.69,44,florida|mars|north america|united states|rex walheim|orion spacecraft|space|nasa|science and technology,wn-0479.spacy
wn-0480,6,216,185,2015-01-10,Researchers say light signal from space suggests merging black holes,1128,6,30.83,16,science and technology|australia|black holes|space|united states|physics|supermassive black holes,wn-0480.spacy
wn-0481,12,217,185,2015-01-11,SpaceX launches fifth resupply rocket to International Space Station,1187,4,15.42,24,robotics|falcon 9|iain macdonald (wikinewsie)|spacex|dragon (spacecraft)|international space station|science and technology|merchant shipping|space|elon musk,wn-0481.spacy
wn-0482,9,213,190,2015-01-30,Scientists find ancient solar system in Milky Way galaxy,1153,6,21.11,20,nasa|australia|kepler telescope|exoplanets|the astrophysical journal|space|physics|science and technology|university of sydney,wn-0482.spacy
wn-0483,21,272,224,2015-07-17,NASA's New Horizons space probe performs first close planetary flyby of Pluto,1346,5,10.67,38,nasa|acagastya (wikinewsie)|north america|united states|pluto|kennedy space center|charon|kuiper belt|new horizons|space|physics|science and technology,wn-0483.spacy
wn-0484,33,657,579,2015-09-22,Texas student Ahmed Mohamed inspires social movement,3570,11,17.55,79,"religion|twitter|texas|council on american–islamic relations|politics and conflicts|culture and entertainment|human rights|new york, new york|crime and law|google|united nations|mark zuckerberg|north america|united states|islam|internet|barack obama|education|anti-islamism|facebook|new york|nasa",wn-0484.spacy
wn-0485,17,321,276,2015-10-01,NASA announces water on Mars,1622,7,16.24,29,acagastya (wikinewsie)|physics|mars|mars reconnaissance orbiter|north america|united states|geology|google|extraterrestrial water|university of arizona|space|nasa|science and technology,wn-0485.spacy
wn-0486,26,491,429,2015-10-28,Time magazine names Ahmed Mohamed to 'Most Influential Teens of 2015',2553,11,16.5,61,"religion|twitter|texas|council on american–islamic relations|politics and conflicts|culture and entertainment|human rights|new york, new york|qatar|crime and law|google|united nations|middle east|mark zuckerberg|north america|malala yousafzai|united states|islam|internet|barack obama|education|time (magazine)|anti-islamism|facebook|new york|nasa",wn-0486.spacy
wn-0487,8,237,199,2016-05-09,NASA releases first topographical map of Mercury,1299,4,24.88,35,messenger|mercury (planet)|north america|space|united states|nasa|science and technology,wn-0487.spacy
wn-0488,17,414,354,2016-07-06,Final panel added to China's FAST radio telescope,2253,6,20.82,35,astronomy|china|space|science and technology|asia,wn-0488.spacy
wn-0489,14,252,210,2016-07-06,NASA's Juno spacecraft enters Jupiter orbit,1304,6,15.0,46,nasa|acagastya (wikinewsie)|north america|jet propulsion laboratory|united states|jupiter|space|physics|science and technology,wn-0489.spacy
wn-0490,10,268,220,2016-10-03,Twelve-year journey of Rosetta ends; spacecraft crashes into comet,1400,5,22.0,28,europe|acagastya (wikinewsie)|european space agency|germany|rosetta mission|jupiter|space|physics|science and technology,wn-0490.spacy
wn-0491,11,301,262,2017-01-18,Former NASA astronaut Eugene Cernan dies aged 82,1508,5,23.82,51,"illinois|chicago, illinois|north america|united states|texas|houston|apollo program|space|the moon",wn-0491.spacy
wn-0492,24,599,515,2017-06-08,Astronomers reveal discovery of the hottest gas giant exoplanet known yet,3025,6,21.46,57,hubble space telescope|north america|tennessee|united states|astronomy|exoplanets|science and technology|pennsylvania|south africa|ohio state university|space|ohio|africa,wn-0492.spacy
wn-0493,14,371,330,2017-07-17,"Sun's mood swings not so strange after all, say scientists",1959,4,23.57,21,university of montreal|astronomy,wn-0493.spacy
wn-0494,18,548,478,2018-02-07,SpaceX Falcon Heavy rocket blasts Elon Musk's personal Tesla into solar orbit,2610,5,26.56,58,kennedy space center,wn-0494.spacy
wn-0495,23,678,602,2018-05-07,NASA's InSight lander and MarCO craft launch in new mission to Mars,3661,7,26.17,88,jim bridenstine|mars|north america|california|space|united states|nasa|science and technology,wn-0495.spacy
wn-0496,30,552,465,2018-07-19,US astronomers announce discovering ten tiny Jovian satellites,2915,8,15.5,70,"acagastya (wikinewsie)|north america|united states|astronomy|washington, d.c.|south america|jupiter|chile|space|physics|science and technology",wn-0496.spacy
wn-0497,24,437,351,2018-07-31,Total lunar eclipse occurs in July 2018,2344,6,14.62,84,spain|europe|catalonia|germany|pages with missing-image template calls|international space station|photo essays|space|science and technology,wn-0497.spacy
wn-0498,17,458,403,2018-10-12,Manned Soyuz space mission aborts during launch,2451,5,23.71,63,baikonur cosmodrome|north america|united states|soyuz programme|asia|international space station|russia|kazakhstan|space|roscosmos|nasa|science and technology,wn-0498.spacy
wn-0499,20,470,397,2018-11-26,"US National Climate Assessment warns of climate-related damages to economy, ecosystems, human health",2546,5,19.85,50,donald trump|climate change|north america|united states|environment|politics and conflicts|us congress|nasa|science and technology,wn-0499.spacy
